Date,Category,Region,Product,Sales,Quantity,Discount,Profit,Customer_Satisfaction,Return_Rate
2021-03-03 05:00:00,A,East,Product_1,462.6,47,0.44,276.1,5,0.192
2021-03-03 06:00:00,B,West,Product_3,941.7,15,0.07,474.15,2,0.049
2021-03-03 07:00:00,D,South,Product_4,110.59,35,0.22,160.47,4,0.197
2021-03-03 08:00:00,A,West,Product_3,629.1,19,0.44,494.65,1,0.024
2021-03-03 09:00:00,A,West,Product_3,551.26,15,0.07,-94.68,2,0.184
2021-03-03 10:00:00,B,North,Product_3,886.05,8,0.06,246.38,3,0.039
2021-03-03 11:00:00,D,North,Product_4,175.6,23,0.35,274.54,2,0.144
2021-03-03 12:00:00,A,North,Product_4,713.37,13,0.17,18.21,1,0.157
2021-03-03 13:00:00,A,North,Product_2,712.1,23,0.22,46.1,2,0.162
2021-03-03 14:00:00,D,South,Product_3,702.17,31,0.31,461.83,4,0.088
2021-03-03 15:00:00,D,East,Product_2,948.1,30,0.19,228.36,2,0.034
2021-03-03 16:00:00,C,South,Product_2,840.78,42,0.4,347.07,3,0.159
2021-03-03 17:00:00,C,East,Product_2,137.78,2,0.48,308.19,2,0.129
2021-03-03 18:00:00,B,East,Product_2,523.97,11,0.47,227.69,4,0.052
2021-03-03 19:00:00,C,West,Product_1,458.16,25,0.27,-166.49,2,0.079
2021-03-03 20:00:00,B,East,Product_2,379.13,29,0.18,263.88,5,0.06
2021-03-03 21:00:00,C,East,Product_2,506.2,22,0.22,41.44,1,0.183
2021-03-03 22:00:00,B,West,Product_1,445.77,19,0.17,128.32,3,0.161
2021-03-03 23:00:00,C,North,Product_2,489.1,9,0.22,396.02,1,0.177
2021-03-04 00:00:00,B,North,Product_4,981.34,41,0.01,478.1,3,0.01
2021-03-04 01:00:00,D,West,Product_4,179.77,38,0.03,286.0,1,0.132
2021-03-04 02:00:00,C,West,Product_3,930.01,29,0.39,-37.61,3,0.054
2021-03-04 03:00:00,A,North,Product_2,532.21,10,0.17,22.38,2,0.15
2021-03-04 04:00:00,B,South,Product_3,661.37,22,0.4,-103.32,1,0.178
2021-03-04 05:00:00,D,North,Product_1,847.16,24,0.24,206.49,3,0.153
2021-03-04 06:00:00,D,East,Product_3,424.42,8,0.4,450.94,2,0.182
2021-03-04 07:00:00,C,South,Product_4,487.38,47,0.33,367.65,3,0.08
2021-03-04 08:00:00,A,West,Product_4,468.57,6,0.1,180.55,3,0.125
2021-03-04 09:00:00,C,East,Product_2,437.26,7,0.22,458.98,4,0.095
2021-03-04 10:00:00,A,South,Product_2,932.98,20,0.35,427.72,4,0.166
2021-03-04 11:00:00,C,West,Product_4,846.04,17,0.17,52.75,1,0.113
2021-03-04 12:00:00,D,West,Product_3,198.1,36,0.1,184.85,2,0.142
2021-03-04 13:00:00,B,South,Product_3,197.31,8,0.27,7.17,5,0.126
2021-03-04 14:00:00,D,South,Product_3,485.08,13,0.14,-193.86,3,0.172
2021-03-04 15:00:00,D,West,Product_4,188.79,24,0.3,115.83,1,0.106
2021-03-04 16:00:00,B,East,Product_2,657.18,46,0.14,325.08,4,0.022
2021-03-04 17:00:00,B,North,Product_4,229.32,31,0.45,243.92,2,0.19
2021-03-04 18:00:00,B,South,Product_1,570.14,23,0.17,448.77,4,0.111
2021-03-04 19:00:00,D,South,Product_2,106.5,17,0.45,280.04,3,0.157
2021-03-04 20:00:00,B,North,Product_4,384.94,46,0.14,-101.12,4,0.136
2021-03-04 21:00:00,C,South,Product_1,709.47,24,0.3,-13.23,4,0.086
2021-03-04 22:00:00,C,South,Product_2,535.64,43,0.07,-112.26,2,0.19
2021-03-04 23:00:00,C,South,Product_3,980.44,10,0.39,356.31,1,0.147
2021-03-05 00:00:00,C,South,Product_3,886.69,31,0.1,465.49,3,0.046
2021-03-05 01:00:00,A,East,Product_4,423.16,45,0.43,-41.61,3,0.199
2021-03-05 02:00:00,A,East,Product_3,140.94,20,0.23,335.87,2,0.2
2021-03-05 03:00:00,D,North,Product_3,861.06,16,0.05,105.9,1,0.058
2021-03-05 04:00:00,D,West,Product_1,920.11,14,0.18,48.65,2,0.197
2021-03-05 05:00:00,B,North,Product_1,838.56,3,0.39,490.82,2,0.123
2021-03-05 06:00:00,D,East,Product_4,215.15,30,0.04,42.12,4,0.037
2021-03-05 07:00:00,B,West,Product_4,998.12,18,0.31,262.72,1,0.196
2021-03-05 08:00:00,B,South,Product_1,332.73,6,0.25,298.96,3,0.02
2021-03-05 09:00:00,D,North,Product_3,751.78,20,0.15,341.12,5,0.127
2021-03-05 10:00:00,A,East,Product_4,917.23,35,0.38,403.41,3,0.167
2021-03-05 11:00:00,B,South,Product_2,312.12,19,0.03,196.33,2,0.166
2021-03-05 12:00:00,A,West,Product_1,917.43,26,0.25,223.08,5,0.001
2021-03-05 13:00:00,D,West,Product_4,378.53,35,0.25,297.8,2,0.085
2021-03-05 14:00:00,C,East,Product_2,978.77,12,0.04,-95.78,5,0.018
2021-03-05 15:00:00,D,West,Product_4,353.13,8,0.07,-59.96,4,0.052
2021-03-05 16:00:00,A,West,Product_3,958.09,37,0.2,335.02,2,0.188
2021-03-05 17:00:00,B,West,Product_4,148.19,49,0.27,-105.52,5,0.177
2021-03-05 18:00:00,A,East,Product_3,738.34,10,0.03,281.93,3,0.132
2021-03-05 19:00:00,D,North,Product_4,578.9,21,0.01,-177.31,4,0.18
2021-03-05 20:00:00,A,West,Product_2,530.09,49,0.1,36.28,2,0.063
2021-03-05 21:00:00,B,North,Product_3,301.14,41,0.24,263.57,1,0.166
2021-03-05 22:00:00,A,South,Product_3,735.04,45,0.02,294.7,4,0.137
2021-03-05 23:00:00,B,West,Product_3,271.73,42,0.37,241.08,5,0.147
2021-03-06 00:00:00,D,West,Product_4,597.56,29,0.08,109.08,1,0.017
2021-03-06 01:00:00,D,West,Product_2,327.92,31,0.39,-21.73,1,0.07
2021-03-06 02:00:00,C,East,Product_1,960.06,40,0.1,229.31,1,0.01
2021-03-06 03:00:00,B,West,Product_2,125.77,7,0.17,-70.52,5,0.03
2021-03-06 04:00:00,D,North,Product_3,279.76,34,0.24,-157.81,4,0.054
2021-03-06 05:00:00,B,North,Product_2,318.08,34,0.17,-186.28,1,0.117
2021-03-06 06:00:00,C,West,Product_1,472.66,30,0.01,-12.59,1,0.152
2021-03-06 07:00:00,A,West,Product_2,309.46,4,0.45,-179.02,5,0.022
2021-03-06 08:00:00,C,South,Product_4,542.21,41,0.14,-25.55,2,0.011
2021-03-06 09:00:00,C,South,Product_3,885.22,30,0.07,2.58,2,0.177
2021-03-06 10:00:00,A,South,Product_2,740.86,25,0.07,41.45,4,0.026
2021-03-06 11:00:00,A,North,Product_1,621.97,14,0.49,299.44,1,0.09
2021-03-06 12:00:00,A,South,Product_1,180.1,24,0.06,108.92,3,0.023
2021-03-06 13:00:00,C,South,Product_1,724.59,43,0.17,489.71,2,0.107
2021-03-06 14:00:00,D,North,Product_2,249.77,31,0.03,463.15,1,0.021
2021-03-06 15:00:00,D,South,Product_2,807.73,39,0.37,487.08,4,0.152
2021-03-06 16:00:00,D,West,Product_1,325.05,28,0.3,88.56,3,0.017
2021-03-06 17:00:00,D,South,Product_2,475.34,25,0.27,-169.06,2,0.086
2021-03-06 18:00:00,C,West,Product_1,415.42,19,0.43,402.21,2,0.084
2021-03-06 19:00:00,D,East,Product_3,872.93,4,0.29,104.42,1,0.184
2021-03-06 20:00:00,B,West,Product_1,213.89,34,0.48,248.81,1,0.086
2021-03-06 21:00:00,B,South,Product_2,609.08,32,0.31,390.4,3,0.014
2021-03-06 22:00:00,A,West,Product_3,227.86,25,0.18,225.11,5,0.109
2021-03-06 23:00:00,B,East,Product_1,734.32,22,0.02,315.83,4,0.145
2021-03-07 00:00:00,A,South,Product_2,914.57,28,0.36,-25.88,1,0.067
2021-03-07 01:00:00,C,South,Product_4,491.15,18,0.19,-63.46,1,0.122
2021-03-07 02:00:00,D,South,Product_3,539.28,7,0.3,188.69,2,0.024
2021-03-07 03:00:00,D,North,Product_1,934.68,11,0.44,246.56,3,0.085
2021-03-07 04:00:00,C,East,Product_3,568.89,42,0.0,410.25,5,0.033
2021-03-07 05:00:00,D,East,Product_3,538.84,11,0.38,374.98,5,0.055
2021-03-07 06:00:00,B,West,Product_1,620.5,9,0.22,492.34,4,0.128
2021-03-07 07:00:00,C,South,Product_4,720.31,35,0.06,476.45,4,0.151
2021-03-07 08:00:00,A,North,Product_3,196.2,37,0.29,236.46,1,0.062
2021-03-07 09:00:00,B,West,Product_2,839.0,23,0.27,152.43,3,0.198
2021-03-07 10:00:00,C,West,Product_2,491.95,33,0.42,332.45,2,0.057
2021-03-07 11:00:00,D,West,Product_4,165.11,1,0.26,-17.04,4,0.03
2021-03-07 12:00:00,C,North,Product_1,807.56,20,0.41,46.66,5,0.173
2021-03-07 13:00:00,A,East,Product_1,439.25,5,0.27,336.99,1,0.13
2021-03-07 14:00:00,D,East,Product_4,190.33,29,0.22,464.98,1,0.136
2021-03-07 15:00:00,C,South,Product_4,670.4,26,0.19,426.75,2,0.159
2021-03-07 16:00:00,C,North,Product_4,892.12,38,0.09,-149.0,3,0.2
2021-03-07 17:00:00,D,South,Product_3,898.98,3,0.29,-37.66,5,0.057
2021-03-07 18:00:00,C,South,Product_1,961.9,21,0.27,-8.69,1,0.11
2021-03-07 19:00:00,B,East,Product_1,880.93,13,0.49,68.23,1,0.141
2021-03-07 20:00:00,B,East,Product_1,101.93,31,0.21,-150.49,4,0.029
2021-03-07 21:00:00,A,South,Product_2,442.22,17,0.21,-38.38,5,0.061
2021-03-07 22:00:00,B,East,Product_2,836.69,35,0.08,301.3,2,0.061
2021-03-07 23:00:00,D,East,Product_2,429.63,23,0.3,-28.88,1,0.065
2021-03-08 00:00:00,C,North,Product_4,641.39,3,0.42,459.78,5,0.144
2021-03-08 01:00:00,C,North,Product_1,645.69,45,0.12,96.12,3,0.119
2021-03-08 02:00:00,A,East,Product_4,428.52,2,0.0,-130.22,5,0.143
2021-03-08 03:00:00,C,West,Product_2,914.03,3,0.35,389.87,3,0.102
2021-03-08 04:00:00,C,East,Product_3,552.91,20,0.02,440.85,3,0.191
2021-03-08 05:00:00,B,North,Product_4,518.31,48,0.2,449.68,2,0.104
2021-03-08 06:00:00,A,South,Product_3,997.76,44,0.31,145.75,1,0.121
2021-03-08 07:00:00,C,East,Product_2,544.15,9,0.19,444.36,3,0.06
2021-03-08 08:00:00,C,South,Product_2,260.56,48,0.13,296.43,2,0.012
2021-03-08 09:00:00,D,North,Product_4,561.76,4,0.4,-63.07,5,0.163
2021-03-08 10:00:00,D,North,Product_4,832.62,25,0.15,173.23,1,0.171
2021-03-08 11:00:00,B,West,Product_3,799.17,1,0.09,102.99,1,0.17
2021-03-08 12:00:00,B,South,Product_3,809.72,39,0.19,115.74,2,0.16
2021-03-08 13:00:00,C,West,Product_4,737.22,12,0.07,89.33,2,0.054
2021-03-08 14:00:00,C,North,Product_3,328.8,40,0.35,-77.31,4,0.115
2021-03-08 15:00:00,A,West,Product_2,875.88,40,0.36,73.02,5,0.163
2021-03-08 16:00:00,B,North,Product_1,904.1,24,0.01,158.4,4,0.125
2021-03-08 17:00:00,C,East,Product_1,274.74,9,0.35,-0.03,4,0.192
2021-03-08 18:00:00,B,South,Product_2,217.41,46,0.15,-76.2,1,0.136
2021-03-08 19:00:00,A,West,Product_2,978.04,20,0.33,-61.24,4,0.112
2021-03-08 20:00:00,B,East,Product_2,881.49,5,0.35,-64.92,5,0.199
2021-03-08 21:00:00,B,North,Product_2,903.91,20,0.14,112.73,2,0.107
2021-03-08 22:00:00,A,North,Product_3,897.74,21,0.09,-53.64,1,0.193
2021-03-08 23:00:00,A,West,Product_3,587.52,2,0.41,302.13,1,0.002
2021-03-09 00:00:00,B,East,Product_2,681.76,21,0.37,34.94,4,0.11
2021-03-09 01:00:00,A,East,Product_4,590.83,42,0.42,457.57,5,0.058
2021-03-09 02:00:00,D,East,Product_4,146.09,24,0.22,-156.09,2,0.079
2021-03-09 03:00:00,A,East,Product_4,770.95,9,0.23,16.97,5,0.018
2021-03-09 04:00:00,C,East,Product_2,554.8,39,0.17,316.85,3,0.053
2021-03-09 05:00:00,B,South,Product_1,682.94,30,0.25,279.35,5,0.114
2021-03-09 06:00:00,C,North,Product_3,552.38,18,0.32,94.44,3,0.144
2021-03-09 07:00:00,D,South,Product_3,542.63,44,0.41,409.14,1,0.182
2021-03-09 08:00:00,D,West,Product_2,254.61,43,0.09,-150.04,5,0.046
2021-03-09 09:00:00,B,South,Product_1,350.84,10,0.2,156.37,5,0.159
2021-03-09 10:00:00,D,North,Product_4,242.97,45,0.23,-59.71,5,0.005
2021-03-09 11:00:00,C,South,Product_3,276.1,41,0.24,61.76,4,0.179
2021-03-09 12:00:00,A,West,Product_3,975.68,48,0.27,289.34,1,0.119
2021-03-09 13:00:00,A,South,Product_4,237.8,21,0.4,-130.72,5,0.169
2021-03-09 14:00:00,D,West,Product_2,342.34,22,0.44,-169.36,2,0.051
2021-03-09 15:00:00,D,East,Product_2,631.53,17,0.08,94.58,1,0.075
2021-03-09 16:00:00,D,West,Product_3,649.16,5,0.36,-10.0,5,0.019
2021-03-09 17:00:00,C,South,Product_2,238.58,6,0.24,304.36,2,0.016
2021-03-09 18:00:00,A,West,Product_1,814.35,10,0.21,-154.11,4,0.165
2021-03-09 19:00:00,B,West,Product_2,806.68,43,0.06,476.55,2,0.059
2021-03-09 20:00:00,C,West,Product_1,313.59,2,0.03,234.53,1,0.071
2021-03-09 21:00:00,A,West,Product_2,359.8,7,0.49,150.89,1,0.106
2021-03-09 22:00:00,C,West,Product_3,944.19,46,0.32,88.78,3,0.134
2021-03-09 23:00:00,A,West,Product_3,843.1,4,0.23,324.3,3,0.009
2021-03-10 00:00:00,B,West,Product_2,728.02,37,0.38,49.43,3,0.115
2021-03-10 01:00:00,A,East,Product_2,174.01,19,0.05,343.86,4,0.122
2021-03-10 02:00:00,C,South,Product_2,476.44,28,0.3,297.48,1,0.17
2021-03-10 03:00:00,B,East,Product_1,603.37,20,0.33,185.94,4,0.031
2021-03-10 04:00:00,C,West,Product_4,268.67,30,0.23,422.07,1,0.09
2021-03-10 05:00:00,C,North,Product_1,503.4,42,0.13,42.19,3,0.095
2021-03-10 06:00:00,D,South,Product_3,640.92,38,0.48,-159.5,3,0.17
2021-03-10 07:00:00,A,East,Product_1,394.64,2,0.15,63.34,2,0.072
2021-03-10 08:00:00,C,North,Product_2,802.85,3,0.06,412.73,3,0.016
2021-03-10 09:00:00,A,West,Product_3,856.4,47,0.32,-145.88,3,0.12
2021-03-10 10:00:00,D,East,Product_4,391.25,42,0.29,334.21,5,0.132
2021-03-10 11:00:00,A,North,Product_1,854.79,49,0.38,377.68,1,0.116
2021-03-10 12:00:00,C,East,Product_4,193.22,39,0.38,99.57,3,0.098
2021-03-10 13:00:00,B,South,Product_4,853.96,25,0.31,-63.84,5,0.043
2021-03-10 14:00:00,A,North,Product_1,237.48,2,0.1,48.86,5,0.108
2021-03-10 15:00:00,A,East,Product_4,174.63,39,0.44,78.93,5,0.007
2021-03-10 16:00:00,B,South,Product_4,677.6,15,0.12,452.58,3,0.113
2021-03-10 17:00:00,B,West,Product_2,524.74,3,0.05,-0.76,4,0.098
2021-03-10 18:00:00,D,West,Product_3,917.1,5,0.15,480.83,4,0.191
2021-03-10 19:00:00,B,South,Product_3,426.87,40,0.24,-123.83,1,0.064
2021-03-10 20:00:00,B,South,Product_3,358.44,36,0.1,481.82,4,0.004
2021-03-10 21:00:00,C,South,Product_3,550.66,40,0.17,-43.68,3,0.152
2021-03-10 22:00:00,D,North,Product_4,510.35,38,0.26,-82.57,1,0.034
2021-03-10 23:00:00,B,West,Product_3,409.99,37,0.16,-115.93,1,0.109
2021-03-11 00:00:00,D,West,Product_4,724.37,27,0.04,21.38,1,0.043
2021-03-11 01:00:00,B,North,Product_1,783.61,5,0.1,231.59,2,0.108
2021-03-11 02:00:00,D,East,Product_1,867.69,17,0.4,266.43,3,0.116
2021-03-11 03:00:00,C,North,Product_2,975.57,38,0.48,58.97,3,0.132
2021-03-11 04:00:00,B,North,Product_1,339.99,45,0.07,-38.47,4,0.075
2021-03-11 05:00:00,B,North,Product_3,744.48,41,0.34,496.52,4,0.012
2021-03-11 06:00:00,A,North,Product_4,454.83,12,0.45,-10.59,3,0.119
2021-03-11 07:00:00,B,North,Product_4,709.37,42,0.15,64.8,2,0.173
2021-03-11 08:00:00,A,South,Product_2,528.38,31,0.41,136.69,5,0.105
2021-03-11 09:00:00,D,North,Product_1,994.4,33,0.45,317.71,2,0.05
2021-03-11 10:00:00,A,East,Product_1,756.01,43,0.15,-93.53,2,0.083
2021-03-11 11:00:00,D,East,Product_2,957.24,29,0.03,-13.71,4,0.108
2021-03-11 12:00:00,B,North,Product_3,851.47,38,0.46,497.83,2,0.018
2021-03-11 13:00:00,B,East,Product_2,912.61,3,0.17,377.61,4,0.114
2021-03-11 14:00:00,A,East,Product_4,832.98,38,0.01,110.71,4,0.022
2021-03-11 15:00:00,D,South,Product_3,513.24,41,0.24,-123.92,1,0.036
2021-03-11 16:00:00,C,South,Product_3,326.61,40,0.06,406.7,2,0.079
2021-03-11 17:00:00,D,West,Product_4,433.29,30,0.45,348.1,2,0.16
2021-03-11 18:00:00,B,East,Product_2,118.21,47,0.08,206.48,2,0.165
2021-03-11 19:00:00,C,West,Product_3,571.59,22,0.15,83.12,3,0.057
2021-03-11 20:00:00,D,South,Product_4,554.55,38,0.4,454.93,5,0.108
2021-03-11 21:00:00,B,North,Product_3,572.73,32,0.4,6.96,5,0.019
2021-03-11 22:00:00,C,East,Product_3,976.63,43,0.45,24.64,3,0.2
2021-03-11 23:00:00,B,North,Product_2,920.31,10,0.25,412.87,2,0.131
2021-03-12 00:00:00,C,North,Product_1,245.54,32,0.49,238.44,4,0.045
2021-03-12 01:00:00,D,North,Product_1,431.99,43,0.26,465.63,3,0.18
2021-03-12 02:00:00,D,West,Product_1,481.56,4,0.4,251.51,4,0.07
2021-03-12 03:00:00,D,North,Product_2,424.48,29,0.18,-176.91,3,0.055
2021-03-12 04:00:00,C,West,Product_3,818.65,45,0.47,-76.24,2,0.059
2021-03-12 05:00:00,D,East,Product_3,571.63,8,0.34,-2.73,2,0.097
2021-03-12 06:00:00,C,West,Product_4,614.89,20,0.04,407.08,3,0.007
2021-03-12 07:00:00,A,North,Product_2,867.71,47,0.05,381.6,2,0.13
2021-03-12 08:00:00,B,East,Product_4,825.34,7,0.45,353.23,1,0.19
2021-03-12 09:00:00,A,North,Product_2,218.99,1,0.4,187.48,3,0.163
2021-03-12 10:00:00,C,East,Product_2,742.52,25,0.17,-102.73,2,0.162
2021-03-12 11:00:00,D,West,Product_4,491.89,26,0.26,-108.16,4,0.155
2021-03-12 12:00:00,D,South,Product_3,365.18,9,0.43,-111.74,5,0.071
2021-03-12 13:00:00,C,North,Product_1,145.02,23,0.05,398.23,5,0.038
2021-03-12 14:00:00,B,West,Product_2,538.52,40,0.07,-100.91,2,0.063
2021-03-12 15:00:00,D,West,Product_4,419.89,2,0.36,365.97,4,0.035
2021-03-12 16:00:00,A,West,Product_1,326.36,26,0.04,391.32,4,0.17
2021-03-12 17:00:00,B,West,Product_2,725.2,14,0.18,-126.48,5,0.084
2021-03-12 18:00:00,D,South,Product_4,792.54,44,0.13,431.4,1,0.162
2021-03-12 19:00:00,C,West,Product_3,320.31,31,0.38,428.28,1,0.058
2021-03-12 20:00:00,A,West,Product_2,144.5,26,0.0,246.75,3,0.029
2021-03-12 21:00:00,C,South,Product_1,863.88,49,0.06,159.11,3,0.174
2021-03-12 22:00:00,D,North,Product_1,108.96,19,0.05,253.11,4,0.16
2021-03-12 23:00:00,B,West,Product_2,943.4,38,0.16,83.37,5,0.111
2021-03-13 00:00:00,D,North,Product_2,664.86,5,0.12,212.06,2,0.025
2021-03-13 01:00:00,D,North,Product_4,389.66,6,0.11,478.67,3,0.067
2021-03-13 02:00:00,D,South,Product_2,321.83,35,0.19,-120.7,1,0.012
2021-03-13 03:00:00,B,South,Product_1,108.11,16,0.11,-36.35,4,0.18
2021-03-13 04:00:00,A,West,Product_4,311.92,31,0.05,166.86,3,0.048
2021-03-13 05:00:00,C,South,Product_2,223.96,18,0.29,-18.97,4,0.105
2021-03-13 06:00:00,C,West,Product_4,650.95,14,0.48,494.94,2,0.188
2021-03-13 07:00:00,B,East,Product_4,249.89,25,0.3,304.19,3,0.125
2021-03-13 08:00:00,D,South,Product_3,575.77,15,0.38,103.78,5,0.125
2021-03-13 09:00:00,A,South,Product_4,631.1,26,0.49,431.92,2,0.167
2021-03-13 10:00:00,C,North,Product_1,368.24,36,0.08,-98.89,1,0.139
2021-03-13 11:00:00,C,East,Product_4,131.56,11,0.23,1.53,4,0.097
2021-03-13 12:00:00,C,West,Product_3,133.53,37,0.29,469.15,2,0.024
2021-03-13 13:00:00,D,West,Product_1,123.71,41,0.16,189.88,2,0.099
2021-03-13 14:00:00,D,South,Product_1,765.21,37,0.31,444.46,2,0.036
2021-03-13 15:00:00,D,East,Product_4,386.21,7,0.31,488.95,4,0.098
2021-03-13 16:00:00,D,East,Product_3,816.67,18,0.42,52.16,5,0.004
2021-03-13 17:00:00,D,West,Product_2,488.56,20,0.42,203.54,4,0.07
2021-03-13 18:00:00,C,North,Product_2,507.7,2,0.07,392.69,4,0.011
2021-03-13 19:00:00,A,East,Product_3,561.59,26,0.08,-9.08,1,0.029
2021-03-13 20:00:00,C,East,Product_4,741.73,23,0.11,112.73,4,0.139
2021-03-13 21:00:00,D,West,Product_2,346.15,32,0.13,-92.68,4,0.195
2021-03-13 22:00:00,B,South,Product_2,209.43,13,0.28,256.78,5,0.113
2021-03-13 23:00:00,C,South,Product_3,600.45,13,0.16,-197.06,4,0.034
2021-03-14 00:00:00,A,West,Product_1,394.28,17,0.48,114.52,4,0.075
2021-03-14 01:00:00,C,West,Product_2,498.24,25,0.06,450.4,4,0.047
2021-03-14 02:00:00,D,North,Product_1,682.25,22,0.12,428.11,4,0.01
2021-03-14 03:00:00,D,North,Product_1,544.71,27,0.43,362.64,1,0.183
2021-03-14 04:00:00,B,North,Product_1,658.25,17,0.29,-101.19,1,0.108
2021-03-14 05:00:00,B,East,Product_4,589.78,26,0.27,164.18,4,0.03
2021-03-14 06:00:00,B,East,Product_1,765.82,38,0.3,303.4,4,0.149
2021-03-14 07:00:00,A,North,Product_1,735.34,14,0.13,-129.18,1,0.034
2021-03-14 08:00:00,C,West,Product_1,580.77,14,0.38,-97.1,1,0.041
2021-03-14 09:00:00,B,West,Product_1,711.01,12,0.25,-171.95,4,0.12
2021-03-14 10:00:00,A,South,Product_2,886.2,5,0.02,26.15,4,0.085
2021-03-14 11:00:00,A,South,Product_2,489.04,37,0.09,414.13,5,0.179
2021-03-14 12:00:00,D,West,Product_2,471.49,4,0.41,155.23,1,0.119
2021-03-14 13:00:00,A,North,Product_1,787.82,29,0.17,397.29,1,0.036
2021-03-14 14:00:00,C,West,Product_3,624.3,25,0.39,-141.44,1,0.095
2021-03-14 15:00:00,C,East,Product_2,163.91,45,0.33,-160.73,3,0.145
2021-03-14 16:00:00,A,West,Product_2,902.9,4,0.15,362.73,2,0.12
2021-03-14 17:00:00,A,West,Product_2,127.7,16,0.06,148.43,1,0.064
2021-03-14 18:00:00,B,North,Product_1,773.56,2,0.4,129.65,3,0.077
2021-03-14 19:00:00,C,North,Product_2,782.91,23,0.32,132.95,2,0.133
2021-03-14 20:00:00,B,East,Product_3,957.8,4,0.15,66.75,2,0.104
2021-03-14 21:00:00,B,West,Product_4,148.72,20,0.26,420.48,1,0.015
2021-03-14 22:00:00,D,South,Product_1,637.17,17,0.31,164.7,2,0.11
2021-03-14 23:00:00,B,East,Product_1,485.06,6,0.0,481.72,3,0.091
2021-03-15 00:00:00,C,West,Product_3,397.57,18,0.34,392.57,1,0.163
2021-03-15 01:00:00,B,West,Product_4,181.29,20,0.33,316.3,4,0.022
2021-03-15 02:00:00,C,East,Product_4,606.39,39,0.04,245.35,4,0.0
2021-03-15 03:00:00,C,South,Product_1,531.14,45,0.39,384.62,4,0.164
2021-03-15 04:00:00,D,South,Product_4,194.1,41,0.41,417.21,3,0.042
2021-03-15 05:00:00,B,West,Product_1,651.24,34,0.15,-106.73,3,0.006
2021-03-15 06:00:00,B,East,Product_1,764.16,40,0.08,51.82,2,0.044
2021-03-15 07:00:00,A,East,Product_1,790.55,46,0.34,363.81,3,0.177
2021-03-15 08:00:00,A,West,Product_3,914.84,24,0.06,-45.09,1,0.034
2021-03-15 09:00:00,A,North,Product_4,468.52,18,0.43,210.34,5,0.064
2021-03-15 10:00:00,A,South,Product_2,957.77,30,0.24,346.32,4,0.122
2021-03-15 11:00:00,D,West,Product_3,878.89,1,0.45,-43.24,2,0.036
2021-03-15 12:00:00,D,South,Product_4,366.85,23,0.32,81.41,2,0.129
2021-03-15 13:00:00,A,South,Product_3,243.35,29,0.14,440.58,4,0.141
2021-03-15 14:00:00,B,West,Product_1,491.85,41,0.23,49.2,4,0.046
2021-03-15 15:00:00,C,West,Product_1,461.71,41,0.26,223.3,1,0.019
2021-03-15 16:00:00,C,West,Product_4,618.15,32,0.41,103.69,2,0.08
2021-03-15 17:00:00,A,West,Product_2,625.05,2,0.43,413.92,4,0.14
2021-03-15 18:00:00,B,East,Product_1,774.99,48,0.34,96.9,3,0.163
2021-03-15 19:00:00,B,West,Product_4,558.9,36,0.15,51.46,2,0.007
2021-03-15 20:00:00,A,East,Product_4,194.34,45,0.26,-78.71,3,0.107
2021-03-15 21:00:00,C,East,Product_3,872.46,17,0.07,44.47,4,0.051
2021-03-15 22:00:00,A,West,Product_1,378.79,43,0.12,268.69,1,0.083
2021-03-15 23:00:00,D,West,Product_4,974.17,2,0.15,-76.93,2,0.106
2021-03-16 00:00:00,D,West,Product_3,206.07,4,0.04,293.76,2,0.147
2021-03-16 01:00:00,B,East,Product_4,962.43,44,0.44,-192.55,4,0.008
2021-03-16 02:00:00,C,East,Product_4,181.91,34,0.06,56.87,3,0.034
2021-03-16 03:00:00,A,West,Product_1,307.93,1,0.35,126.15,5,0.123
2021-03-16 04:00:00,A,North,Product_2,141.92,23,0.25,-132.72,4,0.088
2021-03-16 05:00:00,A,East,Product_4,734.6,6,0.42,278.87,3,0.042
2021-03-16 06:00:00,D,East,Product_2,865.27,16,0.37,-128.07,3,0.013
2021-03-16 07:00:00,A,South,Product_1,490.66,2,0.38,-137.03,5,0.183
2021-03-16 08:00:00,A,East,Product_4,935.67,46,0.21,57.55,2,0.073
2021-03-16 09:00:00,B,West,Product_1,631.27,12,0.42,316.81,1,0.082
2021-03-16 10:00:00,A,East,Product_2,667.01,27,0.05,474.57,5,0.01
2021-03-16 11:00:00,D,East,Product_3,860.88,19,0.22,343.21,4,0.148
2021-03-16 12:00:00,B,North,Product_1,367.12,28,0.5,126.2,3,0.198
2021-03-16 13:00:00,C,South,Product_2,418.84,35,0.47,-9.18,5,0.196
2021-03-16 14:00:00,C,East,Product_3,915.36,43,0.04,10.99,3,0.062
2021-03-16 15:00:00,D,North,Product_3,910.87,4,0.29,-1.41,2,0.192
2021-03-16 16:00:00,A,East,Product_1,978.83,49,0.16,-5.17,3,0.082
2021-03-16 17:00:00,C,South,Product_4,911.65,49,0.36,-151.63,1,0.077
2021-03-16 18:00:00,C,West,Product_2,214.63,7,0.37,-45.69,4,0.166
2021-03-16 19:00:00,D,West,Product_2,841.35,37,0.0,-124.45,2,0.158
2021-03-16 20:00:00,B,South,Product_4,468.85,25,0.42,-194.84,3,0.095
2021-03-16 21:00:00,A,North,Product_1,991.72,41,0.11,-0.08,1,0.089
